filename,width,height,class,xmin,ymin,xmax,ymax
plantsguru-fruitplants-orange-600x548.jpg,600,548,orange,332,5,569,175
plantsguru-fruitplants-orange-600x548.jpg,600,548,orange,286,172,476,315
plantsguru-fruitplants-orange-600x548.jpg,600,548,orange,175,270,349,441
plantsguru-fruitplants-orange-600x548.jpg,600,548,orange,333,306,491,474
ssdbsdd.jpg,480,250,orange,115,32,254,153
ssdbsdd.jpg,480,250,orange,219,103,366,248
ssdbsdd.jpg,480,250,orange,1,105,110,245
ssdbsdd.jpg,480,250,orange,254,42,383,132
ssdbsdd.jpg,480,250,orange,361,88,480,226
Sweet-orange.jpg,450,450,orange,145,31,349,208
Sweet-orange.jpg,450,450,orange,28,176,251,361
Sweet-orange.jpg,450,450,orange,29,171,226,363
Sweet-orange.jpg,450,450,orange,220,185,432,365
wallpaper-oranges-photo-wallpapers-for-desktop-orange-clipart.jpg,2738,1825,orange,392,583,1403,1552
wallpaper-oranges-photo-wallpapers-for-desktop-orange-clipart.jpg,2738,1825,orange,1137,991,2176,1694
wallpaper-oranges-photo-wallpapers-for-desktop-orange-clipart.jpg,2738,1825,orange,1292,252,2284,1210
wet-orange-fruit-leaves-isolated-white-23331239.jpg,1300,1315,orange,70,301,923,1191
yellow-orange.jpg,800,600,orange,79,57,299,290
yellow-orange.jpg,800,600,orange,306,118,453,365
yellow-orange.jpg,800,600,orange,150,269,355,551
yellow-orange.jpg,800,600,orange,343,325,572,565
yellow-orange.jpg,800,600,orange,453,147,632,372
yellow-orange.jpg,800,600,orange,607,140,800,415
yellow-orange.jpg,800,600,orange,385,2,601,164
yellow-orange.jpg,800,600,orange,179,2,381,145
yellow-orange.jpg,800,600,orange,1,248,187,512
yellow-orange.jpg,800,600,orange,530,345,737,566
yellow-orange1.jpg,800,600,orange,200,3,412,220
yellow-orange1.jpg,800,600,orange,340,124,565,366
yellow-orange1.jpg,800,600,orange,525,165,753,400
yellow-orange1.jpg,800,600,orange,214,296,427,521
yellow-orange1.jpg,800,600,orange,105,150,298,365
yellow-orange1.jpg,800,600,orange,1,113,142,348
yellow-orange1.jpg,800,600,orange,1,311,163,549
yellow-orange1.jpg,800,600,orange,378,322,669,575
yellow-orange1.jpg,800,600,orange,639,314,796,569
yellow-orange1.jpg,800,600,orange,527,2,759,211
yellow-orange1.jpg,800,600,orange,1,7,209,148
